Index,Category,Project ID,Project Name,State,County,Electrical Area (CREZ),Latitude,Longitude,LCR Area,Technology,Subtechnology,Type,Contract Start Date,Contract End Date,Eligible for Recontr?,Product Content Category,CAISO,Bundled,Deliverability Type,PG&E,SCE,SDG&E,Other CAISO,NonCAISO,Contract Capacity,Annual Energy,Capacity Factor,Technology Index,ELCC Profile,Energy Value Profile,Losses,Degradation,Risk Adjustment,Unit Cost
1,1,PG10009,Monterey Regional Water,CA,Monterey,Monterey County (Partial),36.705827,-121.768777,,Biogas,Distributed,Existing,8/26/1988,12/31/2099,1,0,1,1,1,1,0,0,0,0,1.74,0.24,0.015745552,1,Baseload,Baseload,0,0,1,59.36561834
2,1,PG10015,City Of Watsonville,CA,Santa Cruz,Santa Cruz County,36.886167,-121.786127,,Biogas,Distributed,Existing,1/23/1993,1/22/2023,1,0,1,1,1,1,0,0,0,0,0.55,0.07,0.01452885,1,Baseload,Baseload,0,0,1,59.36561834
3,1,PG10020,Clover Flat LFG,CA,Napa,Sacramento River,38.57618398,-122.5302103,,Biogas,Distributed,Existing,7/7/2014,7/6/2024,1,1,1,1,1,1,0,0,0,0,0.848,5.747,0.773644137,1,Baseload,Baseload,0,0,1,59.36561834
4,1,PG1013,Gas Recovery Sys. (American Cyn),CA,Napa,Sacramento River,38.174918,-122.260804,,Biogas,Distributed,Existing,2/4/1986,2/3/2016,1,0,1,1,1,1,0,0,0,0,1.5,7.785,0.592465753,1,Baseload,Baseload,0,0,1,59.36561834
5,1,PG1016,Gas Recovery Sys. (Newby Island 2),CA,Santa Clara,Santa Clara County,37.454158,-121.928855,,Biogas,Distributed,Existing,9/1/1984,8/2/2014,1,0,1,1,1,1,0,0,0,0,4.2,25.952,0.705370733,1,Baseload,Baseload,0,0,1,59.36561834
6,1,PG1024,Waste Management Renewable Energy,CA,Alameda,Solano,37.748526,-121.649871,,Biogas,Distributed,Existing,5/4/1989,12/31/2099,1,0,1,1,1,1,0,0,0,0,13.2,44.407,0.384037291,1,Baseload,Baseload,0,0,1,59.36561834
7,1,PG1025,Toro SLO Landfill,CA,San Luis Obispo,Cuyama,35.199825,-120.607381,,Biogas,Distributed,Existing,7/21/2013,7/20/2033,1,1,1,1,1,1,0,0,0,0,1.5,11.2,0.852359209,1,Baseload,Baseload,0,0,1,59.36561834
8,1,PG1029,Blake's Landing - 80kW Generator,CA,Marin,Marin County,38.16703,-122.893108,,Biogas,Distributed,Existing,11/2/2010,11/1/2020,1,1,1,1,1,1,0,0,0,0,0.08,0.6,0.856164384,1,Baseload,Baseload,0,0,1,59.36561834
9,1,PG1030,Castelanelli Bros. Biogas,CA,San Joaquin,Solano,38.0866,-121.32,,Biogas,Distributed,Existing,6/17/2009,6/16/2019,1,0,1,1,1,1,0,0,0,0,0.3,1.3,0.494672755,1,Baseload,Baseload,0,0,1,59.36561834
10,1,PG1031,Santa Maria II,CA,Santa Barbara,Santa Barbara,34.9482,-120.38,,Biogas,Distributed,Existing,9/13/2010,9/12/2025,1,0,1,1,1,1,0,0,0,0,1.42,12.439,0.999983922,1,Baseload,Baseload,0,0,1,59.36561834
11,1,PG1034,ABEC Bidart-Old River LLC,CA,Kern,Westlands,35.1696,-119.1056,,Biogas,Distributed,Existing,3/10/2014,3/9/2029,1,1,1,1,1,1,0,0,0,0,1.84,12.95,0.803429621,1,Baseload,Baseload,0,0,1,59.36561834
12,1,PG1035,ABEC Bidart-Stockdale LLC,CA,Kern,Westlands,35.3548,-119.2894,,Biogas,Distributed,Existing,4/6/2013,9/11/2023,1,1,1,1,1,1,0,0,0,0,0.6,1.4,0.266362253,1,Baseload,Baseload,0,0,1,59.36561834
13,2,PG1046,Potrero Hills Landfill,CA,Solano,Solano,38.215,-121.9845,,Biogas,Distributed,New,2/15/2016,2/14/2041,1,0,1,1,1,1,0,0,0,0,8,56.1,0.800513699,1,Baseload,Baseload,0,0,0.84,161.5077599
14,1,PG1049,Sunshine Landfill,CA,Los Angeles,Fairmont,34.335,-118.519,,Biogas,Distributed,Existing,9/1/2014,8/31/2034,1,0,1,1,1,1,0,0,0,0,18.96,132.87,0.799989885,1,Baseload,Baseload,0,0,1,59.36561834
15,1,PG2000,Eel River Power LLC,CA,Humboldt,Humboldt County,40.48,-124.104,,Biomass,Large,Existing,10/1/2011,12/31/2099,1,0,1,1,1,1,0,0,0,0,28.8,113.674,0.450572362,3,Baseload,Baseload,0,0,1,97.26597005
16,1,PG20008,Sierra Pacific Ind. (Burney),CA,Shasta,Round Mountain - B,40.876365,-121.701786,,Biomass,Large,Existing,1/1/1987,9/8/2015,1,0,1,1,1,1,0,0,0,0,20,85.089,0.485667808,3,Baseload,Baseload,0,0,1,97.26597005
17,1,PG20009,Sierra Pacific Ind. (Quincy),CA,Plumas,Plumas County,39.9398119,-120.9131504,,Biomass,Large,Existing,3/5/1987,9/8/2015,1,0,1,1,1,1,0,0,0,0,20,130.721,0.746124429,3,Baseload,Baseload,0,0,1,97.26597005
18,1,PG2001,Burney Forest Products,CA,Shasta,Round Mountain - B,40.879597,-121.721073,,Biomass,Large,Existing,1/3/1990,1/2/2020,1,0,1,1,1,1,0,0,0,0,31,212.555,0.782718368,3,Baseload,Baseload,0,0,1,97.26597005
19,1,PG20011,Sierra Pacific Ind. (Lincoln),CA,Placer,Placer County (Partial),38.8703314,-121.2990296,,Biomass,Large,Existing,1/28/1987,9/8/2015,1,0,1,1,1,1,0,0,0,0,7.5,61.766,0.940121766,3,Baseload,Baseload,0,0,1,97.26597005
20,1,PG20012,Sierra Pacific Ind. (Anderson),CA,Shasta,Round Mountain - B,40.473102,-122.323283,,Biomass,Large,Existing,2/1/1998,9/8/2015,1,0,1,1,1,1,0,0,0,0,5,1.661,0.037922374,3,Baseload,Baseload,0,0,1,97.26597005
21,1,PG20015,Sierra Pacific Ind.(Sonora),CA,Tuolumne,Tuolumne County,37.9614539,-120.317582,,Biomass,Large,Existing,1/1/2009,9/8/2015,1,0,1,1,1,1,0,0,0,0,7.5,12.113,0.184368341,3,Baseload,Baseload,0,0,1,97.26597005
22,1,PG2002,Collins Pine,CA,Plumas,Plumas County,40.304494,-121.233553,,Biomass,Large,Existing,5/13/1986,5/12/2016,1,0,1,1,1,1,0,0,0,0,12,27.909,0.265496575,3,Baseload,Baseload,0,0,1,97.26597005
23,1,PG2003,Covanta Mendota L. P.,CA,Fresno,Westlands,36.755837,-120.365292,,Biomass,Large,Existing,1/15/1990,1/14/2015,1,0,1,1,1,1,0,0,0,0,25,169.974,0.776136986,3,Baseload,Baseload,0,0,1,97.26597005
24,1,PG2004,DG Fairhaven Power LLC,CA,Humboldt,Humboldt County,40.798924,-124.203595,,Biomass,Large,Existing,2/3/1987,2/2/2017,1,0,1,1,1,1,0,0,0,0,17.25,102.661,0.67937926,3,Baseload,Baseload,0,0,1,97.26597005
25,1,PG2006,Woodland Biomass,CA,Yolo,Sacramento River,38.679,-121.773,,Biomass,Large,Existing,3/1/2010,2/29/2020,1,0,1,1,1,1,0,0,0,0,25,175,0.799086758,3,Baseload,Baseload,0,0,1,97.26597005
26,1,PG2007,HL Power,CA,Lassen,Lassen North,40.353666,-120.215891,,Biomass,Large,Existing,9/16/1989,9/15/2019,1,0,0,1,1,1,0,0,0,0,32,166.019,0.592248145,3,Baseload,Baseload,0,0,1,97.26597005
27,1,PG2012,Pacific-Ultrapower Chinese Station,CA,Tuolumne,Tuolumne County,37.877191,-120.473588,,Biomass,Large,Existing,1/24/1987,1/23/2017,1,0,1,1,1,1,0,0,0,0,22,127.398,0.661052304,3,Baseload,Baseload,0,0,1,97.26597005
28,1,PG2014,Rio Bravo Fresno,CA,Fresno,Westlands,36.6877841,-119.7270327,,Biomass,Large,Existing,2/13/1989,2/12/2019,1,0,1,1,1,1,0,0,0,0,26.5,170.282,0.73353149,3,Baseload,Baseload,0,0,1,97.26597005
29,1,PG2015,Rio Bravo Rocklin,CA,Placer,Placer County (Partial),38.831706,-121.3133,,Biomass,Large,Existing,3/17/1990,3/16/2020,1,0,1,1,1,1,0,0,0,0,25,168.097,0.76756621,3,Baseload,Baseload,0,0,1,97.26597005
30,1,PG2022,Thermal Energy Dev. Corp.,CA,San Joaquin,Solano,37.720899,-121.49051,,Biomass,Large,Existing,5/31/1990,5/30/2020,1,0,1,1,1,1,0,0,0,0,21,142.518,0.774722766,3,Baseload,Baseload,0,0,1,97.26597005
31,1,PG2025,Wheelabrator Shasta,CA,Shasta,Round Mountain - B,40.428259,-122.275478,,Biomass,Large,Existing,5/1/1988,4/30/2018,1,0,1,1,1,1,0,0,0,0,54.9,388.822,0.808489491,3,Baseload,Baseload,0,0,1,97.26597005
32,1,PG2026,Wadham Energy LP,CA,Colusa,Sacramento River,39.1067,-122.109722,,Biomass,Large,Existing,6/1/2008,5/31/2018,1,0,1,1,1,1,0,0,0,0,26.5,141,0.607392091,3,Baseload,Baseload,0,0,1,97.26597005
33,1,PG2027,Sierra Pacific Industries (SPI) REC Purchase Amended & Restated,CA,Multiple,NonCREZ,Multiple,Multiple,,Biomass,Large,Existing,2/15/2013,2/14/2018,1,0,1,0,1,1,0,0,0,0,0,100,0,3,Baseload,Baseload,0,0,1,97.26597005
34,1,PG2029,Mt. Poso,CA,Kern,Westlands,35.57639,-119.0062,,Biomass,Large,Existing,2/21/2012,2/20/2027,1,0,1,1,1,1,0,0,0,0,44,234.76554,0.609084527,3,Baseload,Baseload,0,0,1,97.26597005
35,1,PG2030,Shasta Renewable Resources (fka Anderson Biomass Plant and Kiara Biomass),CA,Shasta,Round Mountain - B,40.4688,-122.328,,Biomass,Large,Existing,12/12/2012,1/30/2015,1,1,1,1,1,1,0,0,0,0,6.8,50,0.839376847,3,Baseload,Baseload,0,0,1,97.26597005
36,1,PG2031,El Nido Biomass Facility,CA,Merced,Los Banos,37.187,-120.491,,Biomass,Large,Existing,2/21/2009,2/8/2031,1,0,1,1,1,1,0,0,0,0,9,72,0.913242009,3,Baseload,Baseload,0,0,1,97.26597005
37,1,PG2032,Chowchilla Biomass Facility,CA,Madera,Westlands,37.106,-120.249,,Biomass,Large,Existing,12/12/2008,2/8/2031,1,0,1,1,1,1,0,0,0,0,9,72,0.913242009,3,Baseload,Baseload,0,0,1,97.26597005
38,1,PG2048,DTE Stockton,CA,San Joaquin,Solano,37.9333,-121.3167,,Biomass,Large,Existing,2/21/2014,2/20/2039,1,0,1,1,1,1,0,0,0,0,44.5,315,0.808065261,3,Baseload,Baseload,0,0,1,97.26597005
39,1,PG2050,Ortigalita Power Company (Madera Project),CA,Merced,Los Banos,37.3349,-120.528,,Biomass,Distributed,Existing,6/17/2011,6/16/2026,1,0,1,1,1,1,0,0,0,0,0.75,5.585,0.850076104,2,Baseload,Baseload,0,0,1,97.26597005
40,1,PG2800,SPI Biomass Portfolio,CA,Multiple,NonCREZ,Multiple,Multiple,,Biomass,Large,Existing,9/8/2015,9/8/2035,1,1,1,1,1,1,0,0,0,0,58,346,0.680995119,3,Baseload,Baseload,0,0,1,97.26597005
41,1,PG30009,Amedee Geothermal Venture 1 PURPA,CA,Lassen,Lassen North,40.300908,-120.195153,,Geothermal,,Existing,11/1/2013,10/31/2016,1,1,0,1,1,1,0,0,0,0,0.69,3.5,0.579048375,4,Baseload,Baseload,0,0,1,71.91741798
42,1,PG3008,Wendel Energy Operations 1 LLC,CA,Lassen,Lassen North,40.356669,-120.256391,,Geothermal,,Existing,11/20/1985,1/31/2015,1,0,0,1,1,1,0,0,0,0,0.7,3.137,0.511578604,4,Baseload,Baseload,0,0,1,71.91741798
43,1,PG3009,Geysers - 2010 - 50/250/425 MW,CA,Multiple,Sonoma County,Multiple,Multiple,,Geothermal,,Existing,7/1/2010,12/31/2021,1,0,1,1,1,1,0,0,0,0,250,2080,0.949771689,4,Baseload,Baseload,0,0,1,71.91741798
44,1,PG3010,Geysers 2008 (175 MW),CA,Multiple,Sonoma County,Multiple,Multiple,,Geothermal,,Existing,2/16/2008,12/31/2014,1,0,1,1,1,1,0,0,0,0,175,1533,1,4,Baseload,Baseload,0,0,1,71.91741798
45,1,PG3028,Mammoth G1 - RAM 2,CA,Mono,Mono County (Partial),37.645,-118.914,,Geothermal,,Existing,12/26/2013,12/25/2033,1,1,1,1,1,1,0,0,0,0,7.5,52.82,0.803957382,4,Baseload,Baseload,0,0,1,71.91741798
46,1,PG3029,Mammoth G3  - RAM 1,CA,Mono,Mono County (Partial),37.6454,-118.909,,Geothermal,,Existing,4/1/2013,3/31/2033,1,1,1,1,1,1,0,0,0,0,14,98.51,0.803245271,4,Baseload,Baseload,0,0,1,71.91741798
47,1,PG40002,Swiss America,CA,Placer,Placer County (Partial),38.908251,-121.09063,,Hydro,Small,Existing,12/23/1985,12/31/2099,1,0,1,1,1,1,0,0,0,0,0.1,0.286,0.326484018,5,Other,Other,0,0,1,57.26989825
48,1,PG40003,Tom Benninghoven,CA,Humboldt/ Trinity,Trinity County,40.189811,-123.478172,,Hydro,Small,Existing,11/22/1982,12/31/2099,1,0,1,1,1,1,0,0,0,0,0.025,0.078,0.356164384,5,Other,Other,0,0,1,57.26989825
49,1,PG40007,Hat Creek Hereford Ranch,CA,Shasta,Round Mountain - B,40.795256,-121.50224,,Hydro,Small,Existing,12/9/1982,12/31/2099,1,0,1,1,1,1,0,0,0,0,0.1,0.311,0.355022831,5,Other,Other,0,0,1,57.26989825
50,1,PG40011,Charcoal Ravine,CA,Sierra,Sierra County,39.563619,-120.701101,,Hydro,Small,Existing,2/13/1986,12/31/2099,1,0,1,1,1,1,0,0,0,0,0.075,0.019,0.02891933,5,Other,Other,0,0,1,57.26989825
51,1,PG40016,James B. Peter,CA,Plumas,Plumas County,40.14004,-120.951234,,Hydro,Small,Existing,1/17/1984,12/31/2099,1,0,1,1,1,1,0,0,0,0,0.015,0.118,0.898021309,5,Other,Other,0,0,1,57.26989825
52,1,PG40018,Sutter's Mill,CA,Shasta,Round Mountain - B,40.496955,-121.846415,,Hydro,Small,Existing,6/25/1985,12/31/2099,1,0,1,1,1,1,0,0,0,0,0.15,0.748,0.569254186,5,Other,Other,0,0,1,57.26989825
53,1,PG40020,Eric And Debbie Wattenburg,CA,Plumas,Plumas County,39.938569,-120.960141,,Hydro,Small,Existing,4/6/1985,12/31/2099,1,0,1,1,1,1,0,0,0,0,0.275,0.281,0.116645911,5,Other,Other,0,0,1,57.26989825
54,1,PG40024,Rock Creek Water District,CA,Calaveras,Central Valley North,37.975002,-120.819747,,Hydro,Small,Existing,2/25/1986,12/31/2099,1,0,1,1,1,1,0,0,0,0,0.7,0.961,0.156718852,5,Other,Other,0,0,1,57.26989825
55,1,PG40026,Hypower Inc.,CA,Butte,Sacramento River,39.870834,-121.632221,,Hydro,Small,Existing,3/16/1992,3/15/2022,1,0,1,1,1,1,0,0,0,0,10.8,41.988,0.443810249,5,Other,Other,0,0,1,57.26989825
56,1,PG40029,Nevada Irrigation District/Bowman Hyroelectric Project,CA,Nevada,Nevada County,39.184837,-120.887806,,Hydro,Small,Existing,8/18/1986,12/31/2016,1,0,1,1,1,1,0,0,0,0,3.6,13.077,0.41466895,5,Other,Other,0,0,1,57.26989825
57,1,PG40030,Malacha Hydro L.P.,CA,Lassen,Round Mountain - B,41.048498,-121.334423,,Hydro,Small,Existing,12/7/1988,12/6/2028,1,0,1,1,1,1,0,0,0,0,26,55.131,0.242057429,5,Other,Other,0,0,1,57.26989825
58,1,PG40033,Schaads Hydro,CA,Calaveras,Calaveras County,38.379079,-120.514648,,Hydro,Small,Existing,2/18/1986,12/31/2099,1,0,1,1,1,1,0,0,0,0,0.23,0.614,0.304744888,5,Other,Other,0,0,1,57.26989825
59,1,PG40035,Steve & Bonnie Tetrick,CA,Shasta,Round Mountain - B,40.566195,-122.027058,,Hydro,Small,Existing,10/14/1983,12/31/2099,1,0,1,1,1,1,0,0,0,0,0.1,0.19,0.216894977,5,Other,Other,0,0,1,57.26989825
60,1,PG40038,Lofton Ranch,CA,Shasta,Round Mountain - B,41.021488,-121.911164,,Hydro,Small,Existing,11/4/1983,12/31/2099,1,0,1,1,1,1,0,0,0,0,0.3,1.021,0.388508371,5,Other,Other,0,0,1,57.26989825
61,1,PG4004,Arbuckle Mountain Hydro,CA,Shasta,Round Mountain - B,40.408746,-122.878475,,Hydro,Small,Existing,12/1/1986,11/30/2016,1,0,1,1,1,1,0,0,0,0,0.3,0.471,0.179223744,5,Other,Other,0,0,1,57.26989825
62,1,PG40046,Canal Creek Power Plant (RETA),CA,Merced,Los Banos,37.470082,-120.470393,,Hydro,Small,Existing,11/1/1982,2/28/2015,1,0,1,1,1,1,0,0,0,0,0.9,1.182,0.149923896,5,Other,Other,0,0,1,57.26989825
63,1,PG40047,Fairfield Power Plant (Papazian),CA,Merced,Los Banos,37.3685503,-120.4320515,,Hydro,Small,Existing,8/2/1983,2/28/2015,0,0,1,1,1,1,0,0,0,0,0.9,1.651,0.209411466,5,Other,Other,0,0,1,57.26989825
64,1,PG40048,Eagle Hydro,CA,El Dorado,El Dorado County,38.945517,-120.908585,,Hydro,Small,Existing,12/23/1985,12/31/2099,1,0,1,1,1,1,0,0,0,0,0.48,1.486,0.353405632,5,Other,Other,0,0,1,57.26989825
65,1,PG40051,Wright Ranch Hydroelectric (fka Bertha Wright Bertillion),CA,Sierra,Sierra County,39.541399,-120.883917,,Hydro,Small,Existing,11/22/1985,12/31/2099,1,0,1,1,1,1,0,0,0,0,0.04,0.01,0.028538813,5,Other,Other,0,0,1,57.26989825
66,1,PG40052,Humboldt Bay MWD,CA,Trinity,Trinity County,40.369803,-123.434602,,Hydro,Small,Existing,4/10/1983,12/31/2099,1,0,1,1,1,1,0,0,0,0,2,5.52,0.315068493,5,Other,Other,0,0,1,57.26989825
67,1,PG40058,David O. Harde,CA,El Dorado,El Dorado County,38.613403,-120.698568,,Hydro,Small,Existing,11/18/1992,12/31/2099,1,0,1,1,1,1,0,0,0,0,0.1,0.014,0.015981735,5,Other,Other,0,0,1,57.26989825
68,1,PG40059,John Neerhout Jr.,CA,Napa,Sonoma County,38.64456,-122.6459,,Hydro,Small,Existing,5/1/1987,12/31/2099,1,0,1,1,1,1,0,0,0,0,0.085,0.08,0.107440236,5,Other,Other,0,0,1,57.26989825
69,1,PG40062,James Crane Hydro,CA,Butte,Sacramento River,39.879975,-121.70105,,Hydro,Small,Existing,6/20/1991,12/31/2099,1,0,1,1,1,1,0,0,0,0,0.0025,0.006,0.273972603,5,Other,Other,0,0,1,57.26989825
70,1,PG40063,Etiwanda - Metropolitan Water District (MWD),CA,San Bernadino,San Bernardino - Lucerne,34.09151,-117.52384,,Hydro,Small,Existing,12/30/1994,12/31/2099,1,0,1,1,1,1,0,0,0,0,24,5.66,0.026921613,5,Other,Other,0,0,1,57.26989825
71,1,PG4007,Browns Valley Irrigation District FiT,CA,Yuba,Yuba County,39.338579,-121.327136,,Hydro,Small,Existing,4/12/2012,4/11/2022,1,1,1,1,1,1,0,0,0,0,1.04,5.2,0.570776256,5,Other,Other,0,0,1,57.26989825
72,1,PG40076,Kekawaka Creek Hydroelectric Facility - RAM 4,CA,Trinity and Humboldt,Humboldt County,40.17,-123.643,,Hydro,Small,Existing,6/1/2015,5/31/2035,1,1,1,1,1,1,0,0,0,0,5.5,13.26,0.275217933,5,Other,Other,0,0,1,57.26989825
73,1,PG40077,Digger Creek Hydro,CA,Tehama,Sacramento River,40.43549898,-121.7345459,,Hydro,Small,Existing,7/3/2014,7/2/2024,1,1,1,1,1,1,0,0,0,0,0.65,3.5,0.614682122,5,Other,Other,0,0,1,57.26989825
74,1,PG40078,Cedar Flat,CA,Trinity,Trinity County,40.78949598,-123.4412146,,Hydro,Small,Existing,4/17/2015,4/16/2030,1,1,1,1,1,1,0,0,0,0,0.3,1.1,0.418569254,5,Other,Other,0,0,1,57.26989825
75,1,PG40079,Clover Leaf,CA,Shasta,Round Mountain - B,40.7030366,-121.9332794,,Hydro,Small,Existing,4/15/2015,4/14/2030,1,1,1,1,1,1,0,0,0,0,0.2,0.8,0.456621005,5,Other,Other,0,0,1,57.26989825
76,1,PG40080,McFadden Hydroelectric Facility (SB32),CA,Mendocino,Mendocino County,39.35869134,-123.1291385,,Hydro,Small,Existing,3/19/2014,3/18/2034,1,1,1,1,1,1,0,0,0,0,0.356,1.446,0.463675543,5,Other,Other,0,0,1,57.26989825
77,1,PG40081,Baker Creek Hydroelectric Project (SB32),CA,Humboldt,Humboldt County,40.52644931,-123.7255661,,Hydro,Small,Existing,11/6/2014,11/5/2034,1,1,1,1,1,1,0,0,0,0,1.495,4.25,0.324521617,5,Other,Other,0,0,1,57.26989825
78,1,PG40082,Water Wheel Ranch,CA,Shasta,Round Mountain - B,40.78407422,-121.8978671,,Hydro,Small,Existing,4/1/2015,3/31/2025,1,1,1,1,1,1,0,0,0,0,0.975,3.4,0.39807985,5,Other,Other,0,0,1,57.26989825
79,1,PG40083,Salmon Creek Hydroelectric Project,CA,Sierra,Sierra County,39.60820712,-120.6085629,,Hydro,Small,Existing,12/3/2014,12/2/2034,1,1,1,1,1,1,0,0,0,0,0.52,2.29,0.502722164,5,Other,Other,0,0,1,57.26989825
80,1,PG40084,Mill Sulphur Creek Project (SB32) (ReMAT),CA,Humboldt,Humboldt County,40.48465096,-123.587999,,Hydro,Small,Existing,1/1/2015,12/31/2034,1,1,1,1,1,1,0,0,0,0,0.995,2.45,0.281085794,5,Other,Other,0,0,1,57.26989825
81,2,PG40085,Site 1174 (Madera Chowchilla),CA,Madera,Westlands,37.07227723,-119.9492393,,Hydro,Small,New,4/11/2016,4/10/2031,1,1,1,1,1,1,0,0,0,0,0.563,2.379848,0.482543776,5,Baseload,Baseload,0,0,0.84,136.2129884
82,1,PG40086,Site 980 (Madera Chowchilla),CA,Madera,Westlands,37.05683292,-119.899715,,Hydro,Small,Existing,6/18/2015,6/17/2030,1,1,1,1,1,1,0,0,0,0,1.835,7.007787,0.435954052,5,Other,Other,0,0,1,57.26989825
83,2,PG40087,Site 1923 (Madera Chowchilla),CA,Madera,Westlands,37.15806148,-120.121645,,Hydro,Small,New,4/1/2016,3/31/2031,1,1,1,1,1,1,0,0,0,0,0.916,2.87777,0.358638163,5,Baseload,Baseload,0,0,0.84,188.9598489
84,2,PG40088,Site 1302 (Madera Chowchilla),CA,Madera,Westlands,37.07535459,-119.9893759,,Hydro,Small,New,4/16/2016,4/15/2031,1,1,1,1,1,1,0,0,0,0,0.424,1.004992,0.270578099,5,Baseload,Baseload,0,0,0.84,255.8140499
85,1,PG40089,Centerville Powerhouse,CA,Butte,Sacramento River,39.788877,-121.657383,,Hydro,Small,Existing,5/1/1990,12/31/2099,1,0,1,1,1,1,0,0,0,0,6.4,0,0,5,Other,Other,0,0,1,57.26989825
86,1,PG40090,Kilarc Powerhouse,CA,Shasta,Round Mountain - B,40.677827,-121.873253,,Hydro,Small,Existing,10/1/1903,12/31/2099,1,0,1,1,1,1,0,0,0,0,3.2,17.02805761,0.607450685,5,Other,Other,0,0,1,57.26989825
87,1,PG40091,Alta Powerhouse,CA,Placer,Placer County (Partial),39.215979,-120.80355,,Hydro,Small,Existing,5/9/1905,12/31/2099,1,0,1,1,1,1,0,0,0,0,1,4.60348985,0.52551254,5,Other,Other,0,0,1,57.26989825
88,1,PG40092,Lime Saddle Powerhouse,CA,Butte,Sacramento River,39.698755,-121.57096,,Hydro,Small,Existing,8/1/1906,12/31/2099,1,0,1,1,1,1,0,0,0,0,2,6.977334757,0.398249701,5,Other,Other,0,0,1,57.26989825
89,1,PG40093,Cow Creek Powerhouse,CA,Shasta,Round Mountain - B,40.570817,-122.02093,,Hydro,Small,Existing,1/2/1907,12/31/2099,1,0,1,1,1,1,0,0,0,0,1.8,8.754947924,0.555235155,5,Other,Other,0,0,1,57.26989825
90,1,PG40094,Potter Valley Powerhouse,CA,Mendocino,Mendocino County,39.361786,-123.127934,,Hydro,Small,Existing,4/1/1908,12/31/2099,1,0,1,1,1,1,0,0,0,0,9.2,38.76195145,0.48096525,5,Other,Other,0,0,1,57.26989825
91,1,PG40095,Deer Creek Powerhouse,CA,Nevada,Nevada County,39.29807,-120.8443,,Hydro,Small,Existing,5/6/1908,12/31/2099,1,0,1,1,1,1,0,0,0,0,5.7,25.36975123,0.508086022,5,Other,Other,0,0,1,57.26989825
92,1,PG40096,Wishon Powerhouse,CA,Madera,Westlands,37.15105,-119.504724,,Hydro,Small,Existing,9/20/1910,12/31/2099,1,0,1,1,1,1,0,0,0,0,20,67.34070701,0.384364766,5,Other,Other,0,0,1,57.26989825
93,1,PG40097,Tule Powerhouse,CA,Tulare,Westlands,36.163076,-118.707104,,Hydro,Small,Existing,1/21/1914,12/31/2099,1,0,1,1,1,1,0,0,0,0,6.4,23.7344237,0.423345172,5,Other,Other,0,0,1,57.26989825
94,1,PG40098,Halsey Powerhouse,CA,Placer,Placer County (Partial),38.956985,-121.041932,,Hydro,Small,Existing,12/6/1916,12/31/2099,1,0,1,1,1,1,0,0,0,0,11,65.0712554,0.675293227,5,Other,Other,0,0,1,57.26989825
95,1,PG40099,Wise Powerhouse,CA,Placer,Placer County (Partial),38.889862,-121.098525,,Hydro,Small,Existing,3/4/1917,12/31/2099,1,0,1,1,1,1,0,0,0,0,14,82.819896,0.675309002,5,Other,Other,0,0,1,57.26989825
96,1,PG4010,Calaveras PUD-Hydro #1,CA,Calaveras,Calaveras County,38.337297,-120.613124,,Hydro,Small,Existing,4/1/2012,3/31/2032,1,1,1,1,1,1,0,0,0,0,0.09,0.4,0.507356672,5,Other,Other,0,0,1,57.26989825
97,1,PG40100,San Joaquin #2 Powerhouse,CA,Madera,Westlands,37.203233,-119.497508,,Hydro,Small,Existing,9/29/1917,12/31/2099,1,0,1,1,1,1,0,0,0,0,3.2,11.13427767,0.397198832,5,Other,Other,0,0,1,57.26989825
98,1,PG40101,San Joaquin #1-A Powerhouse,CA,Madera,Westlands,37.15888,-119.494225,,Hydro,Small,Existing,3/12/1919,12/31/2099,1,0,1,1,1,1,0,0,0,0,0.4,1.62761601,0.464502286,5,Other,Other,0,0,1,57.26989825
99,1,PG40102,Crane Valley Powerhouse,CA,Madera,Westlands,37.291577,-119.529474,,Hydro,Small,Existing,7/4/1919,12/31/2099,1,0,1,1,1,1,0,0,0,0,0.9,3.377999701,0.428462671,5,Other,Other,0,0,1,57.26989825
100,1,PG40103,Hamilton Branch Powerhouse,CA,Plumas,Plumas County,40.268712,-121.089479,,Hydro,Small,Existing,1/2/1921,12/31/2099,1,0,1,1,1,1,0,0,0,0,4.8,28.63004425,0.680889561,5,Other,Other,0,0,1,57.26989825
101,1,PG40104,Kern Canyon Powerhouse,CA,Kern,Westlands,35.44072,-118.796498,,Hydro,Small,Existing,8/8/1921,12/31/2099,1,0,1,1,1,1,0,0,0,0,11.5,53.9328492,0.535366778,5,Other,Other,0,0,1,57.26989825
102,1,PG40105,Hat Creek #1 Powerhouse,CA,Shasta,Round Mountain - B,40.929297,-121.544462,,Hydro,Small,Existing,8/22/1921,12/31/2099,1,0,1,1,1,1,0,0,0,0,8.5,34.3707604,0.461600328,5,Other,Other,0,0,1,57.26989825
103,1,PG40106,Spring Gap Powerhouse,CA,Tuolumne,Tuolumne County,38.18653,-120.11168,,Hydro,Small,Existing,9/16/1921,12/31/2099,1,0,1,1,1,1,0,0,0,0,7,46.37771735,0.756322853,5,Other,Other,0,0,1,57.26989825
104,1,PG40107,Hat Creek #2 Powerhouse,CA,Shasta,Round Mountain - B,40.960675,-121.548657,,Hydro,Small,Existing,9/28/1921,12/31/2099,1,0,1,1,1,1,0,0,0,0,8.5,46.73649113,0.627672457,5,Other,Other,0,0,1,57.26989825
